City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
250,Quzhou,CN,2021-06-19 17:43:55,28.9594,118.8686,72.03,97,100,3.98
251,Mana,GF,2021-06-19 17:43:55,5.6592,-53.7767,84.79,67,8,11.59
252,Pathein,MM,2021-06-19 17:43:56,16.7833,94.7333,79.3,88,98,4.27
253,Ketchikan,US,2021-06-19 17:41:55,55.3422,-131.6461,61.27,63,20,5.75
254,El Tigre,VE,2021-06-19 17:43:56,8.8875,-64.2454,85.42,54,78,10.71
255,Ibra,OM,2021-06-19 17:43:57,22.6906,58.5334,85.68,52,45,6.44
256,Sungaipenuh,ID,2021-06-19 17:43:57,-2.0833,101.3833,63.0,95,72,1.7
257,Walvis Bay,NA,2021-06-19 17:43:57,-22.9575,14.5053,58.15,88,0,5.75
258,Holland,US,2021-06-19 17:43:58,42.7875,-86.1089,70.25,59,90,8.05
259,Nemuro,JP,2021-06-19 17:43:58,43.3236,145.575,48.94,95,100,8.37
260,Tuktoyaktuk,CA,2021-06-19 17:43:58,69.4541,-133.0374,60.8,51,40,11.5
261,Garwolin,PL,2021-06-19 17:43:59,51.8975,21.6147,83.86,78,74,8.19
262,Waingapu,ID,2021-06-19 17:43:59,-9.6567,120.2641,75.18,90,15,6.49
263,Glendive,US,2021-06-19 17:43:59,47.1053,-104.7125,85.48,23,1,8.05
264,Sur,OM,2021-06-19 17:44:00,22.5667,59.5289,85.33,70,88,10.96
265,Kampot,KH,2021-06-19 17:44:00,10.6167,104.1833,82.45,87,67,7.81
266,Biltine,TD,2021-06-19 17:44:00,14.5333,20.9167,85.89,38,100,7.52
267,Takoradi,GH,2021-06-19 17:44:01,4.8845,-1.7554,79.09,83,75,10.83
268,Upernavik,GL,2021-06-19 17:44:01,72.7868,-56.1549,37.29,68,13,9.73
269,Mount Gambier,AU,2021-06-19 17:44:01,-37.8333,140.7667,40.91,93,100,1.14
270,Esperance,AU,2021-06-19 17:44:02,-33.8667,121.9,49.84,59,98,16.69
271,Balkhash,KZ,2021-06-19 17:44:02,46.844,74.9804,59.29,44,4,14.63
272,Howard Springs,AU,2021-06-19 17:44:02,-12.497,131.047,69.71,58,95,7.72
273,Kununurra,AU,2021-06-19 17:40:23,-15.7667,128.7333,66.18,39,26,5.75
274,Antalaha,MG,2021-06-19 17:44:03,-14.9003,50.2788,70.12,88,22,10.51
275,Tiksi,RU,2021-06-19 17:44:03,71.6872,128.8694,63.5,48,43,3.44
276,Souillac,MU,2021-06-19 17:44:03,-20.5167,57.5167,71.98,64,40,11.5
277,Ullal,IN,2021-06-19 17:44:04,12.8,74.85,76.15,88,90,0.0
278,Brigantine,US,2021-06-19 17:44:04,39.4101,-74.3646,90.27,67,1,8.05
279,Halifax,CA,2021-06-19 17:39:43,44.6453,-63.5724,70.41,75,91,7.0
280,Yerofey Pavlovich,RU,2021-06-19 17:44:04,53.9667,121.9667,52.72,98,82,5.57
281,Chokurdakh,RU,2021-06-19 17:44:05,70.6333,147.9167,60.6,49,22,6.06
282,Satana,IN,2021-06-19 17:44:05,20.5833,74.2,75.94,75,96,14.32
283,Sorland,NO,2021-06-19 17:44:05,67.667,12.6934,47.77,70,100,1.63
284,Ararat,AM,2021-06-19 17:44:06,39.8317,44.7049,86.34,33,0,8.19
285,Barentu,ER,2021-06-19 17:44:06,15.1139,37.5928,72.82,64,99,12.66
286,Buzmeyin,TM,2021-06-19 17:44:06,38.0507,58.2056,91.13,16,40,4.61
287,Hamilton,US,2021-06-19 17:40:41,39.1834,-84.5333,77.23,76,90,16.11
288,Lagoa,PT,2021-06-19 17:44:07,39.05,-27.9833,67.84,91,41,17.43
289,Iqaluit,CA,2021-06-19 17:44:07,63.7506,-68.5145,38.93,75,75,8.99
290,Koungheul,SN,2021-06-19 17:44:08,13.9833,-14.8,103.26,15,100,7.65
